,0,1,2,3,4,5
M,,,,,,
z,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.47826086956521735,0.47826086956521735,0.91304347826086951
x,0.043478260869565216,0.043478260869565216,0.043478260869565223,0.31297373673511675,0.34050218727872783,0.31126850225936664
y,0.043478260869565216,0.043478260869565272,0.043478260869565299,0.95212412544436675,0.49836935199057564,0.93585742905356151
