,0,1,2,3,4,5
M,,,,,,
z,0.91304347826086951,0.47826086956521735,0.043478260869565216,0.47826086956521735,0.043478260869565216,0.043478260869565216
x,0.91304347826086951,0.47826086956521735,0.043478260869565223,0.63750555574405343,0.099853126318390328,0.61003021021834325
y,0.91304347826086951,0.47826086956521779,0.043478260869565202,0.02172076155981988,0.03524928413797801,0.021999653733341583
